id,Captions,URL,Class,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7
487,a street sign on a pole on a city street,http://www.mufoncms.com/files_jeud8334j/89309_submitter_file6__IMG1051.JPG,['pole'],pole,NA,NA,NA,NA,NA,NA
488,a person is flying a kite in a field,http://www.mufoncms.com/files_jeud8334j/89309_submitter_file7__IMG1028.JPG,['pole'],pole,NA,NA,NA,NA,NA,NA
489,a bird flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/89305_submitter_file1__IMG0950.JPG,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,NA,NA,NA,NA
490,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/89305_submitter_file2__IMG0951.JPG,"['great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias']",great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias,NA,NA
491,a plane is flying in the sky with clouds in the background .,http://www.mufoncms.com/files_jeud8334j/89305_submitter_file3__IMG0953.JPG,"['parachute, chute']",parachute, chute,NA,NA,NA,NA,NA
492,a black and white photo of a pair of scissors .,http://www.mufoncms.com/files_jeud8334j/89305_submitter_file4__bijnabotsing2.jpg,['bubble'],bubble,NA,NA,NA,NA,NA,NA
493,a black and white photo of a clock tower .,http://www.mufoncms.com/files_jeud8334j/89298_submitter_file2__IMG7045.JPG,['abacus'],abacus,NA,NA,NA,NA,NA,NA
494,a person is using a laptop on a bed .,http://www.mufoncms.com/files_jeud8334j/89298_submitter_file3__IMG7046.PNG,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,NA,NA,NA,NA
495,a group of people standing on top of a snow covered slope .,http://www.mufoncms.com/files_jeud8334j/89298_submitter_file4__IMG7048.PNG,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,NA,NA,NA,NA
496,a laptop computer sitting on top of a desk .,http://www.mufoncms.com/files_jeud8334j/89297_submitter_file1__3monthsago.jpg,"['screen, CRT screen']",screen, CRT screen,NA,NA,NA,NA,NA
497,a blurry photo of a street light,http://www.mufoncms.com/files_jeud8334j/89297_submitter_file3__closeup.jpg,"['punching bag, punch bag, punching ball, punchball']",punching bag, punch bag, punching ball, punchball,NA,NA,NA
498,a person on a skateboard doing a trick .,http://www.mufoncms.com/files_jeud8334j/89288_submitter_file1__Screenshot20180102201918.png,['volcano'],volcano,NA,NA,NA,NA,NA,NA
499,a large body of water with a bridge in the background,http://www.mufoncms.com/files_jeud8334j/89272_submitter_file1__GreenLightinSky.jpeg,"['breakwater, groin, groyne, mole, bulwark, seawall, jetty']",breakwater, groin, groyne, mole, bulwark, seawall, jetty
500,a view of a city street with cars and motorcycles .,http://www.mufoncms.com/files_jeud8334j/89261_submitter_file1__20180101012757.jpg,['car mirror'],car mirror,NA,NA,NA,NA,NA,NA
501,a red fire hydrant sitting in the middle of a forest .,http://www.mufoncms.com/files_jeud8334j/89261_submitter_file2__20180101012810.jpg,"['feather boa, boa']",feather boa, boa,NA,NA,NA,NA,NA
502,a person sitting on a bench in the dark .,http://www.mufoncms.com/files_jeud8334j/89257_submitter_file1__631.jpg,"['platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus']",platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus,NA,NA
503,a kite flying in the sky over a city .,http://www.mufoncms.com/files_jeud8334j/89218_submitter_file1__DSC0724cropped.JPG,"['parachute, chute']",parachute, chute,NA,NA,NA,NA,NA
504,a group of people standing on top of a lush green field .,http://www.mufoncms.com/files_jeud8334j/89210_submitter_file1__38E87E1C66354FF9B606A3D87D8287DF.jpeg,"['lakeside, lakeshore']",lakeside, lakeshore,NA,NA,NA,NA,NA
505,a red fire hydrant sitting in the middle of a field .,http://www.mufoncms.com/files_jeud8334j/89210_submitter_file2__CB859C7035E341E19233A0A64F56953E.jpeg,"['lakeside, lakeshore']",lakeside, lakeshore,NA,NA,NA,NA,NA
506,a building with a clock tower on top of it .,http://www.mufoncms.com/files_jeud8334j/89210_submitter_file3__101C7EE48DD9415FAC982DEC051B60D8.jpeg,"['church, church building']",church, church building,NA,NA,NA,NA,NA
507,a large clock tower towering over a city .,http://www.mufoncms.com/files_jeud8334j/89210_submitter_file4__031566BE5DAA4DF3AD142ADD0507BD8B.jpeg,"['beacon, lighthouse, beacon light, pharos']",beacon, lighthouse, beacon light, pharos,NA,NA,NA
508,a close up of a pair of scissors,http://www.mufoncms.com/files_jeud8334j/89208_submitter_file1__IMG1149.JPG,['envelope'],envelope,NA,NA,NA,NA,NA,NA
509,a close up of a pair of scissors,http://www.mufoncms.com/files_jeud8334j/89206_submitter_file1__IMG1149.JPG,['envelope'],envelope,NA,NA,NA,NA,NA,NA
510,a white toilet sitting next to a window .,http://www.mufoncms.com/files_jeud8334j/89150_submitter_file2__1210171757d.jpg,['carton'],carton,NA,NA,NA,NA,NA,NA
511,a large white clock tower towering over a city .,http://www.mufoncms.com/files_jeud8334j/89142_submitter_file1__3343B3B497B642F1868872CD2E7A0646.png,"['web site, website, internet site, site']",web site, website, internet site, site,NA,NA,NA
512,a kite flying in the sky over a beach .,http://www.mufoncms.com/files_jeud8334j/89142_submitter_file2__129DFECE89114DDE813B6F8E89CDDF15.png,['space shuttle'],space shuttle,NA,NA,NA,NA,NA,NA
513,a kite flying in the sky over a beach .,http://www.mufoncms.com/files_jeud8334j/89142_submitter_file3__5554B638B0B943F494E701BDDB921F70.png,['space shuttle'],space shuttle,NA,NA,NA,NA,NA,NA
514,a bird flying over a body of water .,http://www.mufoncms.com/files_jeud8334j/89139_submitter_file2__FBIMG1502050968167.jpg,"['airship, dirigible']",airship, dirigible,NA,NA,NA,NA,NA
515,a group of airplanes flying through a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/89138_submitter_file1__20170210153531.jpg,['space shuttle'],space shuttle,NA,NA,NA,NA,NA,NA
516,a white toilet sitting next to a window .,http://www.mufoncms.com/files_jeud8334j/89138_submitter_file2__20161228154505.jpg,"['bobsled, bobsleigh, bob']",bobsled, bobsleigh, bob,NA,NA,NA,NA
517,a view of a building from the window .,http://www.mufoncms.com/files_jeud8334j/89138_submitter_file3__20161228154512.jpg,"['bobsled, bobsleigh, bob']",bobsled, bobsleigh, bob,NA,NA,NA,NA
518,a blue and white plane flying in the sky,http://www.mufoncms.com/files_jeud8334j/89127_submitter_file1__DSC1389.JPG,['jellyfish'],jellyfish,NA,NA,NA,NA,NA,NA
519,a blue and white plane flying in the sky,http://www.mufoncms.com/files_jeud8334j/89127_submitter_file2__DSC1421.JPG,['kite'],kite,NA,NA,NA,NA,NA,NA
520,a red and white kite flying in the sky,http://www.mufoncms.com/files_jeud8334j/89127_submitter_file3__DSC1424.JPG,"['parachute, chute']",parachute, chute,NA,NA,NA,NA,NA
521,a kite flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/89127_submitter_file4__DSC1334.JPG,['balloon'],balloon,NA,NA,NA,NA,NA,NA
522,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/89127_submitter_file5__DSC1429.JPG,['kite'],kite,NA,NA,NA,NA,NA,NA
523,a city street filled with lots of traffic .,http://www.mufoncms.com/files_jeud8334j/89100_submitter_file1__1UFOgreenLights1.jpg,"['traffic light, traffic signal, stoplight']",traffic light, traffic signal, stoplight,NA,NA,NA,NA
524,a city street filled with lots of traffic .,http://www.mufoncms.com/files_jeud8334j/89100_submitter_file2__2UFOgreenLights2.jpg,"['traffic light, traffic signal, stoplight']",traffic light, traffic signal, stoplight,NA,NA,NA,NA
525,a sign that reads `` <UNK> '' on the side of a road .,http://www.mufoncms.com/files_jeud8334j/89096_submitter_file1__UFOCHancellorsville2ndphoto.jpg,"['brass, memorial tablet, plaque']",brass, memorial tablet, plaque,NA,NA,NA,NA
526,a street sign on a pole on a city street,http://www.mufoncms.com/files_jeud8334j/89096_submitter_file2__UFOCHANCELLORSVILLElongshotphoto0001.jpg,['street sign'],street sign,NA,NA,NA,NA,NA,NA
527,a person riding a skate board in a skate park,http://www.mufoncms.com/files_jeud8334j/89073_submitter_file1__5F98B7D2F7A243C1AE5AA1251BECF837.jpeg,"['platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus']",platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus,NA,NA
528,a large jetliner flying through a cloudy blue sky .,http://www.mufoncms.com/files_jeud8334j/89073_submitter_file2__92B2134140984B629BC4C3655B7C6074.jpeg,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,NA,NA,NA,NA
529,a couple of animals that are in the grass .,http://www.mufoncms.com/files_jeud8334j/89072_submitter_file1__201707231823201.jpg,['volcano'],volcano,NA,NA,NA,NA,NA,NA
530,a herd of sheep grazing on a lush green hillside .,http://www.mufoncms.com/files_jeud8334j/89072_submitter_file2__201707231823211.jpg,['volcano'],volcano,NA,NA,NA,NA,NA,NA
531,a view of a city skyline from a plane .,http://www.mufoncms.com/files_jeud8334j/89065_submitter_file1__IMG2211.JPG,"['parachute, chute']",parachute, chute,NA,NA,NA,NA,NA
532,a red stop sign sitting on the side of a road .,http://www.mufoncms.com/files_jeud8334j/89062_submitter_file1__UFOSighting.jpg,['suspension bridge'],suspension bridge,NA,NA,NA,NA,NA,NA
533,a red stop sign sitting on the side of a road .,http://www.mufoncms.com/files_jeud8334j/89062_submitter_file2__UFOSighting.jpg,['suspension bridge'],suspension bridge,NA,NA,NA,NA,NA,NA
534,a close up of a person holding a pair of scissors,http://www.mufoncms.com/files_jeud8334j/89051_submitter_file1__3.JPG,['velvet'],velvet,NA,NA,NA,NA,NA,NA
535,a close up of a clock on a building,http://www.mufoncms.com/files_jeud8334j/89051_submitter_file2__300dpi3.JPG,"[""plunger, plumber's helper""]",plunger, plumber's helper,NA,NA,NA,NA,NA
536,a view of a building with a clock on it .,http://www.mufoncms.com/files_jeud8334j/89046_submitter_file1__IMG2204.jpg,"['bell cote, bell cot']",bell cote, bell cot,NA,NA,NA,NA,NA
537,a plane flying over a large mountain range .,http://www.mufoncms.com/files_jeud8334j/89042_submitter_file1__DSC0159.JPG,['hay'],hay,NA,NA,NA,NA,NA,NA
538,a city street filled with lots of traffic .,http://www.mufoncms.com/files_jeud8334j/89024_submitter_file1__IMG14351513993110454.jpg,"['traffic light, traffic signal, stoplight']",traffic light, traffic signal, stoplight,NA,NA,NA,NA
539,a car driving down a road next to a traffic light .,http://www.mufoncms.com/files_jeud8334j/89024_submitter_file2__20171222174018.jpg,['minivan'],minivan,NA,NA,NA,NA,NA,NA
540,a group of people flying kites in a field .,http://www.mufoncms.com/files_jeud8334j/89024_submitter_file3__20171222173748.jpg,"['airship, dirigible']",airship, dirigible,NA,NA,NA,NA,NA
541,a view of a street from a car window .,http://www.mufoncms.com/files_jeud8334j/88996_submitter_file1__20171206190941.jpg,['bubble'],bubble,NA,NA,NA,NA,NA,NA
542,a stop sign on the side of the road .,http://www.mufoncms.com/files_jeud8334j/88994_submitter_file1__IMAG1376Worm1.jpg,['geyser'],geyser,NA,NA,NA,NA,NA,NA
543,a man flying a kite in a park .,http://www.mufoncms.com/files_jeud8334j/88994_submitter_file2__IMAG13772.jpg,['soccer ball'],soccer ball,NA,NA,NA,NA,NA,NA
544,a group of people flying kites in a field .,http://www.mufoncms.com/files_jeud8334j/88994_submitter_file3__IMAG13773.jpg,['balloon'],balloon,NA,NA,NA,NA,NA,NA
545,a large jetliner flying through a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/88994_submitter_file4__IMAG13774.jpg,['balloon'],balloon,NA,NA,NA,NA,NA,NA
546,a plane flying in the air with a sky background,http://www.mufoncms.com/files_jeud8334j/88994_submitter_file5__IMAG13775.jpg,"['warplane, military plane']",warplane, military plane,NA,NA,NA,NA,NA
547,a black and white photo of a couple of birds .,http://www.mufoncms.com/files_jeud8334j/88970_submitter_file1__20171220200830.jpg,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,NA,NA,NA,NA
548,a view of a plane flying over a city .,http://www.mufoncms.com/files_jeud8334j/88970_submitter_file2__20171220200959.jpg,"['flagpole, flagstaff']",flagpole, flagstaff,NA,NA,NA,NA,NA
549,a black and white photo of a person holding a black umbrella,http://www.mufoncms.com/files_jeud8334j/88970_submitter_file3__Screenshot20171220031635.png,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,NA,NA,NA,NA
550,a group of people standing in front of a traffic light .,http://www.mufoncms.com/files_jeud8334j/88970_submitter_file4__Screenshot20171220031602.png,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,NA,NA,NA,NA
551,a black and white photo of a clock tower .,http://www.mufoncms.com/files_jeud8334j/88970_submitter_file5__20171220223407.jpg,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,NA,NA,NA,NA
552,a view of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/88966_submitter_file1__20171220154701.jpg,['geyser'],geyser,NA,NA,NA,NA,NA,NA
553,a woman holding a pair of scissors in front of her face .,http://www.mufoncms.com/files_jeud8334j/88966_submitter_file2__Screenshot20171220181931.jpg,"['web site, website, internet site, site']",web site, website, internet site, site,NA,NA,NA
554,a close up of a tooth brush in a glass,http://www.mufoncms.com/files_jeud8334j/88966_submitter_file3__SmartSelectImage20171220222548.png,['consomme'],consomme,NA,NA,NA,NA,NA,NA
555,a car driving down a road next to a traffic light .,http://www.mufoncms.com/files_jeud8334j/88951_submitter_file1__927D57DB203E4E15B5C5EECF694599C8.jpeg,['minivan'],minivan,NA,NA,NA,NA,NA,NA
556,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/88951_submitter_file2__FA1C9B6D92A64B0CB8E09E26C7E7990B.jpeg,"['hammerhead, hammerhead shark']",hammerhead, hammerhead shark,NA,NA,NA,NA,NA
557,a close up of a traffic light with a sky background,http://www.mufoncms.com/files_jeud8334j/88882_submitter_file1__20171017062830.jpg,"['spotlight, spot']",spotlight, spot,NA,NA,NA,NA,NA
558,a black and white photo of a white toilet,http://www.mufoncms.com/files_jeud8334j/88882_submitter_file2__ufo2InPixio.jpg,"['mouse, computer mouse']",mouse, computer mouse,NA,NA,NA,NA,NA
559,a traffic light sitting on the side of a road .,http://www.mufoncms.com/files_jeud8334j/88876_submitter_file2__neighborsphoto.jpg,"['fire engine, fire truck']",fire engine, fire truck,NA,NA,NA,NA,NA
560,a view of a city street at night .,http://www.mufoncms.com/files_jeud8334j/88855_submitter_file1__2539573017351540298629106974195567840096816n.jpg,['fountain'],fountain,NA,NA,NA,NA,NA,NA
561,a person is holding a cell phone in their hand .,http://www.mufoncms.com/files_jeud8334j/88855_submitter_file2__2544313017351539898629147183977689157930188n.jpg,"['grand piano, grand']",grand piano, grand,NA,NA,NA,NA,NA
562,a view of a city skyline from an airplane .,http://www.mufoncms.com/files_jeud8334j/88855_submitter_file3__2535408917351539398629197253589745418289771n.jpg,"['traffic light, traffic signal, stoplight']",traffic light, traffic signal, stoplight,NA,NA,NA,NA
563,a car driving down a street next to a traffic light .,http://www.mufoncms.com/files_jeud8334j/88855_submitter_file4__2550809017351538998629232786727605284802909n.jpg,"['traffic light, traffic signal, stoplight']",traffic light, traffic signal, stoplight,NA,NA,NA,NA
564,a man is standing in front of a mirror,http://www.mufoncms.com/files_jeud8334j/88848_submitter_file2__IMG20171213002356ufo4Zoomx4.png,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,NA,NA,NA,NA
565,a person holding a red and white umbrella .,http://www.mufoncms.com/files_jeud8334j/88848_submitter_file4__IMG20171213021735ufo10Zoom.png,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,NA,NA,NA,NA
566,a black and white photo of a person holding an umbrella .,http://www.mufoncms.com/files_jeud8334j/88848_submitter_file5__IMG20171213001541ufo1.png,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,NA,NA,NA,NA
567,a night view of a street with a clock tower .,http://www.mufoncms.com/files_jeud8334j/88832_submitter_file1__20171216202119.jpeg,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,NA,NA,NA,NA
568,a view of a mountain range from a plane .,http://www.mufoncms.com/files_jeud8334j/88816_submitter_file1__A12D1C25482D4E2BB9B6FB46B4B25A87.jpeg,['volcano'],volcano,NA,NA,NA,NA,NA,NA
569,a view of a mountain range from below .,http://www.mufoncms.com/files_jeud8334j/88816_submitter_file2__C62F5A4FF5D6491681211B869A5BC3C5.jpeg,"['cliff, drop, drop-off']",cliff, drop, drop-off,NA,NA,NA,NA
570,a truck parked on the side of a road .,http://www.mufoncms.com/files_jeud8334j/88810_submitter_file1__1002139.JPG,"['mobile home, manufactured home']",mobile home, manufactured home,NA,NA,NA,NA,NA
571,a truck parked on the side of a road .,http://www.mufoncms.com/files_jeud8334j/88810_submitter_file2__1002140.JPG,"['mobile home, manufactured home']",mobile home, manufactured home,NA,NA,NA,NA,NA
572,a stop sign on a road near a body of water,http://www.mufoncms.com/files_jeud8334j/88810_submitter_file3__1002153.JPG,['car mirror'],car mirror,NA,NA,NA,NA,NA,NA
573,a person flying a kite in a field .,http://www.mufoncms.com/files_jeud8334j/88800_submitter_file1__FBIMG1513390167001.jpg,"['beacon, lighthouse, beacon light, pharos']",beacon, lighthouse, beacon light, pharos,NA,NA,NA
574,a person flying a kite on a beach .,http://www.mufoncms.com/files_jeud8334j/88780_submitter_file2__25400942101549570054969651551453402o.jpg,"['sandbar, sand bar']",sandbar, sand bar,NA,NA,NA,NA,NA
